"iddep","idcom","nb_locaux","nb_logt","estim_logt","nb_logt_po","nb_logt_pb","nb_logt_rs","nb_logt_va","nb_maisons","estim_maisons","nb_maisons_petites","estim_maisons_petites","nb_maisons_moyennes","estim_maisons_moyennes","nb_maisons_grandes","estim_maisons_grandes","nb_maisons_av45","estim_maisons_av45","nb_maisons_45_59","estim_maisons_45_59","nb_maisons_60_74","estim_maisons_60_74","nb_maisons_75_97","estim_maisons_75_97","nb_maisons_98_12","estim_maisons_98_12","nb_maisons_ap2012","estim_maisons_ap2012","nb_appts","estim_appts","nb_appts_petits","estim_appts_petits","nb_appts_moyens","estim_appts_moyens","nb_appts_grands","estim_appts_grands","nb_appts_av45","estim_appts_av45","nb_appts_45_59","estim_appts_45_59","nb_appts_60_74","estim_appts_60_74","nb_appts_75_97","estim_appts_75_97","nb_appts_98_12","estim_appts_98_12","nb_appts_ap2012","estim_appts_ap2012","nb_loc_act","nb_bureaux","nb_commerces","nb_campings","nb_hotels","nb_act_autres","surfaces_urba","surfaces_naf","surfaces_habitables"
"33","33214",2601,1215,131428772,931,50,652,9,43,11365887,30,6265028,8,6265028,5,2355148,27,6915491,5,1306694,2,394412,6,1785122,1,418414,1,309230,1172,120062885,964,92446231,207,27412670,1,203984,19,2472382,3,261540,4,566312,1074,110378741,40,5586993,1,617292,109,4,87,0,2,16,105723,42645,40457
